student_id,cgpa,skills,projects_count,domain_interest,certifications,experience_level,communication_skill,hackathons,github_score,internship_role
311,6.03,HTML|CSS|JS,5,AI,2,Advanced,7,0,54,AI Intern
312,6.66,React|Node.js,6,Machine Learning,1,Intermediate,10,1,38,ML Intern
313,8.83,Python|DL|NLP,3,Software Development,3,Intermediate,9,2,53,SDE Intern
314,6.04,Python|ML|Pandas,1,Software Development,5,Advanced,4,0,51,SDE Intern
315,6.56,Python|DL|NLP,5,Data Science,3,Advanced,6,1,70,Data Science Intern
316,8.21,HTML|CSS|JS,2,Data Science,2,Beginner,8,1,70,Data Science Intern
317,9.44,React|Node.js,1,Data Analysis,0,Intermediate,5,1,61,Data Analyst Intern
318,7.67,React|Node.js,4,Data Science,2,Advanced,10,4,100,Data Science Intern
319,7.99,Python|SQL|Tableau,4,AI,0,Advanced,9,3,77,AI Intern
320,9.61,Python|ML|Pandas,4,Data Science,1,Intermediate,6,0,86,Data Science Intern
321,9.43,C|C++|DSA,1,Software Development,4,Beginner,7,0,77,SDE Intern
322,7.2,Python|DL|NLP,1,Software Development,1,Intermediate,5,2,46,SDE Intern
323,6.16,Python|AI|Deep Learning,3,Machine Learning,5,Beginner,7,3,68,ML Intern
324,9.06,HTML|CSS|JS,6,Software Development,5,Advanced,8,1,39,SDE Intern
325,9.23,Python|AI|Deep Learning,3,Web Development,5,Intermediate,6,2,70,Full Stack Intern
326,8.84,Python|ML|Pandas,3,Data Analysis,0,Beginner,9,1,81,Data Analyst Intern
327,9.54,HTML|CSS|JS,6,Machine Learning,2,Beginner,7,3,79,ML Intern
328,8.24,HTML|CSS|JS,1,Software Development,3,Advanced,10,1,46,SDE Intern
329,8.97,C|C++|DSA,6,Data Analysis,2,Intermediate,9,2,58,Data Analyst Intern
330,9.58,HTML|CSS|Bootstrap,3,Web Development,3,Beginner,4,5,40,Full Stack Intern
331,9.64,React|Node.js,2,Data Analysis,5,Beginner,7,2,31,Data Analyst Intern
332,7.87,C++|DSA,3,AI,4,Intermediate,5,3,38,AI Intern
333,6.51,HTML|CSS|JS,4,Data Science,5,Beginner,5,1,99,Data Science Intern
334,9.48,C|C++|DSA,3,Data Analysis,4,Intermediate,4,5,80,Data Analyst Intern
335,9.05,Python|AI|Deep Learning,1,Data Science,1,Beginner,9,0,59,Data Science Intern
336,7.01,C++|DSA,6,Software Development,4,Advanced,5,0,48,SDE Intern
337,9.15,HTML|CSS|Bootstrap,6,Machine Learning,2,Intermediate,10,2,90,ML Intern
338,6.44,Python|ML|Data Analysis,2,Data Analysis,5,Intermediate,8,0,34,Data Analyst Intern
339,7.35,HTML|CSS|JS,2,Data Analysis,0,Beginner,6,2,100,Data Analyst Intern
340,6.38,Python|ML|Pandas,6,Data Analysis,3,Advanced,7,1,65,Data Analyst Intern
341,6.34,C++|DSA,1,Software Development,5,Beginner,10,2,45,SDE Intern
342,7.35,Python|DL|NLP,1,Data Analysis,5,Beginner,10,1,86,Data Analyst Intern
343,8.22,Python|AI|Deep Learning,1,Web Development,5,Intermediate,5,0,78,Frontend Intern
344,9.68,Python|ML|Pandas,2,Machine Learning,2,Intermediate,7,4,48,ML Intern
345,8.25,C|C++|DSA,6,AI,1,Intermediate,8,5,86,AI Intern
346,9.37,Python|DL|NLP,3,AI,4,Intermediate,6,4,34,AI Intern
347,7.27,Python|DL|NLP,6,Web Development,2,Advanced,5,0,89,Full Stack Intern
348,7.87,Python|AI|Deep Learning,2,Web Development,1,Advanced,10,3,70,Frontend Intern
349,7.27,React|Node.js,4,Software Development,3,Beginner,8,3,96,SDE Intern
350,7.42,Python|AI|Deep Learning,1,Data Analysis,4,Intermediate,9,2,87,Data Analyst Intern
351,6.66,React|Node.js,6,Web Development,2,Beginner,7,5,98,Frontend Intern
352,8.62,C++|DSA,6,AI,5,Intermediate,9,5,32,AI Intern
353,7.63,HTML|CSS|Bootstrap,5,Data Science,5,Beginner,6,2,47,Data Science Intern
354,8.49,React|Node.js,4,Data Science,5,Beginner,9,1,74,Data Science Intern
355,8.9,Python|SQL|Tableau,4,Machine Learning,3,Advanced,8,2,44,ML Intern
356,9.25,C|C++|DSA,4,Data Analysis,4,Intermediate,4,2,77,Data Analyst Intern
357,7.11,Python|ML|Data Analysis,6,Web Development,0,Advanced,10,2,83,Full Stack Intern
358,6.13,Python|DL|NLP,2,Software Development,2,Advanced,9,5,71,SDE Intern
359,7.47,HTML|CSS|Bootstrap,5,Data Science,0,Intermediate,4,2,91,Data Science Intern
360,7.82,Python|ML|Data Analysis,1,Data Science,4,Advanced,7,5,34,Data Science Intern
361,9.13,HTML|CSS|JS,1,Web Development,1,Beginner,8,1,77,Full Stack Intern
362,7.01,C|C++|DSA,4,Data Science,4,Intermediate,7,1,74,Data Science Intern
363,7.16,C++|DSA,1,AI,5,Intermediate,4,5,98,AI Intern
364,8.47,Python|SQL|Tableau,5,Data Science,2,Advanced,5,1,46,Data Science Intern
365,6.34,React|Node.js,2,Web Development,0,Beginner,5,2,59,Frontend Intern
366,7.78,React|Node.js,6,Data Science,3,Intermediate,10,5,55,Data Science Intern
367,9.21,C|C++|DSA,4,Web Development,4,Beginner,9,3,40,Full Stack Intern
368,8.23,Python|ML|Data Analysis,1,Data Analysis,1,Advanced,4,1,63,Data Analyst Intern
369,6.18,Python|AI|Deep Learning,3,Data Science,1,Advanced,4,2,50,Data Science Intern
370,7.4,Python|AI|Deep Learning,1,Software Development,4,Beginner,7,4,95,SDE Intern
371,9.48,Python|AI|Deep Learning,4,Data Analysis,2,Advanced,6,2,63,Data Analyst Intern
372,6.77,C++|DSA,6,Data Science,0,Intermediate,5,4,35,Data Science Intern
373,6.08,Python|SQL|Tableau,2,AI,2,Intermediate,5,4,74,AI Intern
374,6.69,Python|SQL|Tableau,4,AI,1,Advanced,9,1,54,AI Intern
375,8.52,React|Node.js,5,Software Development,2,Beginner,8,3,77,SDE Intern
376,8.24,C|C++|DSA,5,AI,2,Intermediate,10,2,37,AI Intern
377,8.8,C|C++|DSA,4,Machine Learning,1,Intermediate,9,4,77,ML Intern
378,6.76,HTML|CSS|Bootstrap,4,Machine Learning,1,Intermediate,5,0,55,ML Intern
379,7.28,React|Node.js,5,Data Analysis,4,Intermediate,10,0,66,Data Analyst Intern
380,7.42,C|C++|DSA,3,Data Science,3,Advanced,10,4,89,Data Science Intern
381,9.23,C|C++|DSA,1,Software Development,4,Intermediate,7,1,42,SDE Intern
382,6.15,Python|DL|NLP,1,AI,5,Advanced,4,0,88,AI Intern
383,9.16,Python|SQL|Tableau,2,Data Science,5,Beginner,4,3,57,Data Science Intern
384,7.57,HTML|CSS|Bootstrap,1,Web Development,2,Advanced,10,5,49,Full Stack Intern
385,9.8,C++|DSA,2,Machine Learning,2,Beginner,9,1,67,ML Intern
386,7.23,Python|AI|Deep Learning,6,AI,1,Advanced,5,3,82,AI Intern
387,6.56,Python|AI|Deep Learning,4,Software Development,0,Intermediate,10,3,43,SDE Intern
388,8.11,Python|DL|NLP,6,Software Development,0,Intermediate,8,5,36,SDE Intern
389,9.1,Python|AI|Deep Learning,3,AI,1,Beginner,8,1,92,AI Intern
390,6.59,React|Node.js,1,Web Development,2,Advanced,8,4,33,Frontend Intern
391,6.96,React|Node.js,6,Web Development,2,Advanced,6,4,38,Frontend Intern
392,9.19,C|C++|DSA,4,Software Development,3,Advanced,4,4,83,SDE Intern
393,9.13,C|C++|DSA,1,Machine Learning,3,Intermediate,6,5,64,ML Intern
394,6.57,Python|AI|Deep Learning,2,AI,2,Beginner,4,4,63,AI Intern
395,6.04,C++|DSA,2,Data Analysis,2,Advanced,10,4,40,Data Analyst Intern
396,8.82,Python|AI|Deep Learning,4,Software Development,5,Intermediate,4,0,81,SDE Intern
397,7.6,HTML|CSS|Bootstrap,6,AI,0,Intermediate,8,2,72,AI Intern
398,7.48,HTML|CSS|JS,2,Software Development,4,Intermediate,9,0,100,SDE Intern
399,8.41,Python|ML|Data Analysis,1,Data Science,3,Advanced,6,5,99,Data Science Intern
400,7.74,HTML|CSS|Bootstrap,6,Machine Learning,3,Advanced,9,3,35,ML Intern
401,8.24,C|C++|DSA,4,Web Development,5,Beginner,5,1,68,Frontend Intern
402,6.49,React|Node.js,6,Data Analysis,5,Intermediate,7,0,74,Data Analyst Intern
403,8.98,HTML|CSS|JS,5,Data Analysis,3,Advanced,10,0,55,Data Analyst Intern
404,7.0,Python|ML|Data Analysis,2,Data Science,1,Beginner,8,5,77,Data Science Intern
405,8.14,Python|ML|Data Analysis,1,AI,5,Beginner,5,1,50,AI Intern
406,9.7,React|Node.js,1,Software Development,4,Intermediate,7,1,64,SDE Intern
407,6.74,Python|ML|Pandas,2,Machine Learning,2,Intermediate,10,4,55,ML Intern
408,8.58,HTML|CSS|JS,6,Machine Learning,3,Intermediate,6,3,85,ML Intern
409,8.11,HTML|CSS|Bootstrap,4,AI,3,Advanced,7,5,43,AI Intern
410,8.14,Python|ML|Data Analysis,4,Web Development,5,Advanced,7,3,37,Frontend Intern
411,7.49,Python|AI|Deep Learning,4,Web Development,2,Beginner,6,2,53,Full Stack Intern
412,6.93,React|Node.js,6,Software Development,4,Intermediate,9,3,97,SDE Intern
413,8.51,Python|ML|Data Analysis,4,Data Analysis,5,Beginner,4,2,59,Data Analyst Intern
414,8.04,Python|ML|Data Analysis,6,Data Science,1,Intermediate,4,4,96,Data Science Intern
415,7.08,React|Node.js,6,AI,2,Beginner,9,2,97,AI Intern
416,7.57,Python|AI|Deep Learning,3,Data Science,2,Intermediate,5,3,37,Data Science Intern
417,6.11,C++|DSA,3,Machine Learning,1,Advanced,7,2,95,ML Intern
418,6.98,C|C++|DSA,5,Web Development,3,Intermediate,7,3,41,Frontend Intern
419,6.2,C++|DSA,1,Data Science,1,Advanced,4,2,39,Data Science Intern
420,8.84,Python|SQL|Tableau,6,Data Science,2,Beginner,5,0,81,Data Science Intern
421,7.08,React|Node.js,3,Machine Learning,3,Beginner,8,5,51,ML Intern
422,7.94,Python|AI|Deep Learning,1,Software Development,4,Beginner,5,2,90,SDE Intern
423,6.87,Python|ML|Data Analysis,2,Data Analysis,2,Intermediate,9,5,58,Data Analyst Intern
424,9.18,HTML|CSS|Bootstrap,2,Data Analysis,3,Beginner,5,4,48,Data Analyst Intern
425,7.01,Python|ML|Pandas,5,AI,1,Intermediate,4,3,76,AI Intern
426,7.97,Python|ML|Data Analysis,1,AI,3,Beginner,7,3,53,AI Intern
427,6.74,HTML|CSS|Bootstrap,6,Machine Learning,1,Beginner,6,1,61,ML Intern
428,9.11,HTML|CSS|Bootstrap,5,Data Analysis,4,Intermediate,6,3,36,Data Analyst Intern
429,6.33,HTML|CSS|Bootstrap,5,Data Analysis,5,Advanced,7,0,36,Data Analyst Intern
430,7.95,C|C++|DSA,6,Software Development,2,Advanced,4,4,84,SDE Intern
431,8.0,Python|SQL|Tableau,3,AI,5,Beginner,10,5,61,AI Intern
432,9.76,React|Node.js,4,Software Development,1,Intermediate,10,0,93,SDE Intern
433,6.62,HTML|CSS|JS,2,AI,3,Beginner,9,4,67,AI Intern
434,6.56,Python|SQL|Tableau,5,Data Science,2,Advanced,5,4,82,Data Science Intern
435,7.46,Python|DL|NLP,2,Web Development,5,Advanced,6,2,35,Full Stack Intern
436,8.84,Python|AI|Deep Learning,2,Data Analysis,1,Advanced,8,1,94,Data Analyst Intern
437,9.69,HTML|CSS|JS,4,AI,1,Beginner,9,2,51,AI Intern
438,9.79,Python|AI|Deep Learning,2,Data Analysis,4,Beginner,4,4,96,Data Analyst Intern
439,7.72,C|C++|DSA,2,Software Development,5,Advanced,4,0,65,SDE Intern
440,7.93,React|Node.js,5,AI,4,Beginner,6,5,95,AI Intern
441,7.48,Python|AI|Deep Learning,6,Machine Learning,4,Intermediate,10,2,92,ML Intern
442,9.0,Python|AI|Deep Learning,6,Data Analysis,4,Beginner,10,2,55,Data Analyst Intern
443,9.36,React|Node.js,3,Data Science,5,Beginner,4,1,81,Data Science Intern
444,7.74,HTML|CSS|JS,6,Data Analysis,3,Beginner,7,5,56,Data Analyst Intern
445,7.43,Python|ML|Data Analysis,2,Web Development,0,Advanced,9,4,37,Full Stack Intern
446,8.93,C++|DSA,6,Data Science,4,Advanced,8,0,68,Data Science Intern
447,7.01,C|C++|DSA,5,Software Development,2,Advanced,4,3,33,SDE Intern
448,6.44,Python|ML|Pandas,5,AI,1,Beginner,6,0,100,AI Intern
449,6.2,C|C++|DSA,6,Data Analysis,4,Beginner,6,1,42,Data Analyst Intern
450,8.62,Python|ML|Pandas,2,Machine Learning,3,Beginner,9,0,90,ML Intern
451,7.08,Python|SQL|Tableau,5,Web Development,2,Advanced,4,0,86,Full Stack Intern
452,9.31,Python|SQL|Tableau,3,Machine Learning,3,Beginner,8,4,37,ML Intern
453,8.28,Python|ML|Data Analysis,4,Data Science,0,Advanced,6,1,41,Data Science Intern
454,6.32,C|C++|DSA,5,Data Science,1,Intermediate,6,1,75,Data Science Intern
455,9.04,Python|ML|Pandas,5,AI,2,Advanced,7,5,47,AI Intern
456,9.56,Python|SQL|Tableau,1,Software Development,0,Intermediate,6,1,68,SDE Intern
457,6.21,Python|SQL|Tableau,4,Software Development,2,Beginner,7,5,48,SDE Intern
458,9.35,Python|SQL|Tableau,6,Machine Learning,4,Beginner,6,1,39,ML Intern
459,9.29,Python|SQL|Tableau,4,Software Development,4,Advanced,4,3,84,SDE Intern
460,8.89,HTML|CSS|Bootstrap,1,AI,2,Advanced,5,2,37,AI Intern
461,6.39,React|Node.js,6,Web Development,0,Advanced,6,0,55,Full Stack Intern
462,6.02,React|Node.js,6,Data Science,5,Advanced,8,3,32,Data Science Intern
463,6.39,Python|DL|NLP,1,Data Analysis,1,Advanced,8,3,38,Data Analyst Intern
464,8.11,Python|SQL|Tableau,2,Software Development,5,Intermediate,10,0,80,SDE Intern
465,8.03,Python|SQL|Tableau,2,Software Development,0,Intermediate,7,4,59,SDE Intern
466,6.48,HTML|CSS|Bootstrap,2,Data Science,5,Beginner,9,3,74,Data Science Intern
467,8.97,React|Node.js,3,Web Development,4,Intermediate,9,3,35,Frontend Intern
468,9.58,HTML|CSS|Bootstrap,1,Web Development,1,Intermediate,7,3,30,Full Stack Intern
469,7.98,Python|ML|Pandas,2,Machine Learning,2,Intermediate,10,4,59,ML Intern
470,8.15,C++|DSA,6,Data Analysis,1,Advanced,4,1,72,Data Analyst Intern
471,9.37,C|C++|DSA,4,Software Development,4,Intermediate,9,5,95,SDE Intern
472,8.31,Python|ML|Pandas,6,AI,2,Advanced,6,3,52,AI Intern
473,7.63,Python|AI|Deep Learning,3,Data Science,1,Beginner,7,1,86,Data Science Intern
474,8.79,Python|ML|Data Analysis,5,Machine Learning,5,Beginner,5,3,93,ML Intern
475,8.57,Python|ML|Pandas,5,AI,4,Beginner,7,2,42,AI Intern
476,8.54,Python|ML|Data Analysis,3,Software Development,2,Beginner,8,1,60,SDE Intern
477,9.59,C++|DSA,2,Machine Learning,5,Advanced,8,4,71,ML Intern
478,7.54,C|C++|DSA,1,Data Analysis,0,Beginner,9,3,46,Data Analyst Intern
479,8.94,HTML|CSS|JS,3,AI,5,Beginner,10,4,79,AI Intern
480,8.67,C++|DSA,5,Web Development,1,Intermediate,5,4,44,Full Stack Intern
481,7.51,C|C++|DSA,1,Data Science,0,Intermediate,8,2,79,Data Science Intern
482,8.76,React|Node.js,3,AI,5,Beginner,9,0,94,AI Intern
483,7.83,C++|DSA,4,Data Analysis,0,Beginner,7,4,55,Data Analyst Intern
484,8.32,HTML|CSS|JS,4,Web Development,0,Beginner,7,3,30,Full Stack Intern
485,9.44,Python|ML|Data Analysis,2,Data Science,2,Advanced,4,5,34,Data Science Intern
486,7.45,Python|ML|Data Analysis,4,Data Analysis,2,Beginner,6,5,79,Data Analyst Intern
487,7.99,Python|AI|Deep Learning,5,AI,4,Advanced,7,1,39,AI Intern
488,6.27,Python|ML|Data Analysis,4,Web Development,3,Advanced,9,5,57,Full Stack Intern
489,9.21,Python|DL|NLP,4,AI,3,Advanced,9,3,82,AI Intern
490,6.28,Python|AI|Deep Learning,5,Machine Learning,5,Intermediate,10,3,30,ML Intern
491,6.78,HTML|CSS|Bootstrap,1,Data Analysis,2,Beginner,4,4,86,Data Analyst Intern
492,9.34,HTML|CSS|JS,1,Data Science,2,Intermediate,6,3,89,Data Science Intern
493,9.44,HTML|CSS|Bootstrap,2,Machine Learning,5,Beginner,9,5,86,ML Intern
494,8.17,Python|AI|Deep Learning,5,Machine Learning,0,Advanced,7,0,37,ML Intern
495,9.06,HTML|CSS|JS,3,Data Analysis,0,Intermediate,6,0,79,Data Analyst Intern
496,6.75,Python|AI|Deep Learning,5,Software Development,0,Intermediate,5,3,62,SDE Intern
497,6.44,Python|SQL|Tableau,3,Machine Learning,2,Advanced,9,1,66,ML Intern
498,6.49,C++|DSA,2,Software Development,5,Advanced,9,3,38,SDE Intern
499,6.34,Python|SQL|Tableau,4,Software Development,0,Intermediate,4,1,43,SDE Intern
500,8.78,Python|SQL|Tableau,6,Data Analysis,1,Advanced,7,0,96,Data Analyst Intern
501,6.51,Python|ML|Pandas,1,Machine Learning,4,Advanced,9,1,61,ML Intern
502,8.93,Python|DL|NLP,6,Data Analysis,5,Intermediate,10,3,33,Data Analyst Intern
503,9.49,Python|AI|Deep Learning,6,AI,0,Beginner,10,5,84,AI Intern
504,7.96,Python|ML|Data Analysis,5,Machine Learning,1,Advanced,4,0,37,ML Intern
505,8.22,C++|DSA,3,Machine Learning,3,Beginner,7,5,81,ML Intern
506,8.3,Python|SQL|Tableau,5,AI,5,Advanced,7,4,70,AI Intern
507,8.52,HTML|CSS|Bootstrap,3,Machine Learning,5,Advanced,7,1,97,ML Intern
508,8.13,React|Node.js,6,AI,3,Advanced,5,4,83,AI Intern
509,9.51,HTML|CSS|JS,4,Data Analysis,1,Advanced,4,0,87,Data Analyst Intern
510,7.41,C++|DSA,1,Web Development,3,Beginner,4,5,48,Full Stack Intern
511,6.17,Python|DL|NLP,1,Data Analysis,1,Advanced,10,3,74,Data Analyst Intern
512,6.06,HTML|CSS|Bootstrap,6,Data Science,1,Intermediate,7,3,59,Data Science Intern
513,7.71,HTML|CSS|JS,5,Data Science,4,Intermediate,5,2,94,Data Science Intern
514,7.25,Python|SQL|Tableau,3,Machine Learning,4,Beginner,4,5,41,ML Intern
515,9.5,Python|DL|NLP,1,AI,3,Beginner,6,1,41,AI Intern
516,7.68,HTML|CSS|Bootstrap,3,Data Science,2,Intermediate,5,1,91,Data Science Intern
517,6.59,React|Node.js,5,Web Development,0,Beginner,7,4,78,Frontend Intern
518,6.68,C|C++|DSA,4,Web Development,0,Beginner,4,4,57,Full Stack Intern
519,9.61,Python|ML|Data Analysis,1,Data Science,3,Intermediate,7,1,97,Data Science Intern
520,8.17,Python|SQL|Tableau,4,AI,4,Advanced,4,3,93,AI Intern
521,7.9,Python|DL|NLP,2,AI,0,Advanced,10,0,38,AI Intern
522,6.7,Python|ML|Data Analysis,1,Web Development,1,Intermediate,6,3,51,Full Stack Intern
523,9.01,Python|ML|Data Analysis,3,Data Science,1,Beginner,4,5,60,Data Science Intern
524,8.79,Python|AI|Deep Learning,5,Web Development,2,Intermediate,10,0,88,Frontend Intern
525,9.52,Python|ML|Pandas,3,AI,0,Beginner,4,0,90,AI Intern
526,6.32,Python|SQL|Tableau,1,Machine Learning,5,Beginner,6,2,31,ML Intern
527,8.2,C|C++|DSA,5,AI,4,Intermediate,7,2,55,AI Intern
528,8.49,HTML|CSS|JS,2,Data Analysis,4,Intermediate,7,4,60,Data Analyst Intern
529,7.67,C|C++|DSA,4,AI,1,Intermediate,10,1,94,AI Intern
530,8.69,React|Node.js,1,Machine Learning,4,Advanced,7,4,62,ML Intern
531,8.07,HTML|CSS|Bootstrap,2,AI,1,Advanced,9,0,86,AI Intern
532,9.03,React|Node.js,3,AI,0,Advanced,4,0,88,AI Intern
533,6.48,C|C++|DSA,3,Machine Learning,2,Beginner,10,0,67,ML Intern
534,6.31,HTML|CSS|JS,1,Data Science,2,Advanced,9,0,62,Data Science Intern
535,7.21,HTML|CSS|JS,4,Machine Learning,2,Advanced,9,5,91,ML Intern
536,6.48,Python|DL|NLP,3,Data Analysis,5,Intermediate,10,4,72,Data Analyst Intern
537,8.5,Python|ML|Data Analysis,3,Software Development,5,Intermediate,10,3,70,SDE Intern
538,7.74,Python|DL|NLP,2,Data Analysis,5,Intermediate,10,1,35,Data Analyst Intern
539,6.45,HTML|CSS|Bootstrap,3,Web Development,0,Beginner,9,3,96,Full Stack Intern
540,8.05,HTML|CSS|JS,3,Web Development,0,Advanced,6,1,61,Frontend Intern
541,8.01,C++|DSA,1,Data Analysis,5,Beginner,6,5,35,Data Analyst Intern
542,8.8,Python|ML|Data Analysis,2,AI,1,Intermediate,6,3,89,AI Intern
543,9.16,C++|DSA,5,Software Development,3,Advanced,9,1,37,SDE Intern
544,8.41,Python|DL|NLP,2,Software Development,3,Beginner,5,5,86,SDE Intern
545,6.2,C|C++|DSA,3,AI,1,Beginner,9,5,44,AI Intern
546,6.33,C++|DSA,2,Software Development,5,Beginner,5,0,58,SDE Intern
547,6.06,HTML|CSS|Bootstrap,2,AI,0,Intermediate,10,0,58,AI Intern
548,8.88,Python|ML|Pandas,4,AI,3,Beginner,7,0,45,AI Intern
549,6.45,HTML|CSS|Bootstrap,5,Data Analysis,3,Advanced,7,5,51,Data Analyst Intern
550,8.64,Python|DL|NLP,1,Data Analysis,2,Intermediate,4,2,44,Data Analyst Intern
551,8.73,Python|AI|Deep Learning,6,Data Analysis,5,Advanced,4,1,32,Data Analyst Intern
552,8.57,React|Node.js,6,AI,1,Beginner,4,2,54,AI Intern
553,8.29,React|Node.js,4,Data Science,0,Beginner,10,4,31,Data Science Intern
554,6.48,Python|DL|NLP,4,Web Development,0,Advanced,9,1,66,Frontend Intern
555,8.18,Python|SQL|Tableau,6,Data Analysis,3,Intermediate,8,3,42,Data Analyst Intern
556,9.14,C|C++|DSA,1,Machine Learning,5,Intermediate,4,5,91,ML Intern
557,7.12,Python|AI|Deep Learning,3,Machine Learning,4,Beginner,7,2,80,ML Intern
558,7.37,HTML|CSS|Bootstrap,4,Machine Learning,2,Intermediate,8,4,75,ML Intern
559,7.48,Python|DL|NLP,4,Machine Learning,1,Advanced,10,5,38,ML Intern
560,7.73,Python|DL|NLP,6,Software Development,2,Advanced,5,2,96,SDE Intern
561,6.14,Python|DL|NLP,1,Machine Learning,0,Beginner,9,2,60,ML Intern
562,7.61,C|C++|DSA,2,AI,5,Beginner,9,1,43,AI Intern
563,6.31,C++|DSA,4,Web Development,1,Beginner,4,0,88,Frontend Intern
564,7.8,React|Node.js,6,Machine Learning,2,Advanced,9,5,84,ML Intern
565,6.68,React|Node.js,5,Data Science,5,Advanced,6,4,88,Data Science Intern
566,7.77,Python|ML|Data Analysis,1,Data Science,3,Advanced,5,5,67,Data Science Intern
567,9.8,Python|ML|Data Analysis,6,AI,3,Beginner,7,0,67,AI Intern
568,7.54,React|Node.js,1,AI,1,Beginner,10,4,56,AI Intern
569,8.57,Python|AI|Deep Learning,3,Data Science,3,Beginner,4,1,33,Data Science Intern
570,9.55,Python|AI|Deep Learning,5,Web Development,4,Intermediate,9,5,31,Frontend Intern
571,8.72,HTML|CSS|Bootstrap,4,Web Development,3,Beginner,10,3,32,Full Stack Intern
572,7.18,HTML|CSS|Bootstrap,2,Web Development,5,Beginner,7,3,49,Frontend Intern
573,6.12,Python|ML|Pandas,4,Web Development,4,Intermediate,10,3,58,Full Stack Intern
574,8.09,React|Node.js,6,AI,1,Advanced,4,1,36,AI Intern
575,7.31,C|C++|DSA,6,Machine Learning,5,Beginner,10,0,41,ML Intern
576,9.29,React|Node.js,2,Data Analysis,3,Intermediate,10,0,67,Data Analyst Intern
577,9.71,C|C++|DSA,4,Data Analysis,5,Advanced,5,0,42,Data Analyst Intern
578,6.95,Python|ML|Pandas,6,Machine Learning,4,Advanced,5,0,71,ML Intern
579,9.28,C|C++|DSA,2,AI,2,Advanced,10,3,42,AI Intern
580,7.28,HTML|CSS|JS,4,Web Development,4,Intermediate,8,4,80,Frontend Intern
581,7.93,HTML|CSS|JS,3,AI,0,Intermediate,7,4,99,AI Intern
582,8.73,Python|SQL|Tableau,4,AI,1,Intermediate,9,3,99,AI Intern
583,7.9,Python|ML|Data Analysis,2,Data Science,1,Beginner,9,2,75,Data Science Intern
584,7.81,React|Node.js,6,Data Analysis,4,Advanced,4,1,89,Data Analyst Intern
585,6.81,React|Node.js,2,Data Analysis,1,Beginner,10,4,45,Data Analyst Intern
586,6.39,Python|SQL|Tableau,6,AI,1,Intermediate,4,2,82,AI Intern
587,8.8,HTML|CSS|JS,4,Software Development,3,Intermediate,7,4,97,SDE Intern
588,9.27,Python|SQL|Tableau,4,Software Development,2,Advanced,6,3,85,SDE Intern
589,7.2,Python|ML|Pandas,1,AI,3,Intermediate,7,2,35,AI Intern
590,6.54,Python|SQL|Tableau,6,Data Analysis,5,Intermediate,6,1,94,Data Analyst Intern
591,8.22,Python|ML|Pandas,1,Data Analysis,0,Advanced,6,1,91,Data Analyst Intern
592,8.57,C++|DSA,1,Software Development,3,Beginner,10,0,100,SDE Intern
593,6.57,Python|ML|Data Analysis,3,Data Science,4,Advanced,4,4,47,Data Science Intern
594,7.46,Python|DL|NLP,5,AI,4,Intermediate,7,2,98,AI Intern
595,6.2,C++|DSA,6,Data Analysis,4,Advanced,6,4,82,Data Analyst Intern
596,6.66,Python|AI|Deep Learning,3,Data Science,4,Advanced,6,5,96,Data Science Intern
597,8.87,Python|SQL|Tableau,1,Web Development,3,Advanced,5,4,71,Full Stack Intern
598,6.01,Python|ML|Data Analysis,6,Data Analysis,5,Beginner,9,2,47,Data Analyst Intern
599,7.52,Python|DL|NLP,1,Software Development,0,Advanced,6,3,31,SDE Intern
600,6.82,HTML|CSS|Bootstrap,5,Data Science,5,Beginner,5,1,56,Data Science Intern
601,9.5,Python|ML|Data Analysis,2,Software Development,0,Advanced,6,2,66,SDE Intern
602,7.84,C|C++|DSA,5,Software Development,4,Intermediate,7,4,30,SDE Intern
