Student_ID,Study_Hours,Attendance,Previous_GPA,Assignments_Completed,Class_Participation,Sleep_Hours,Internet_Usage,Extra_Activities,Stress_Level,Mock_Test_Score,Final_GPA,Performance
441,5,85,5.18,5,4,6,1,0,8,62,6.21,Average
442,1,55,4.58,9,8,6,1,1,9,91,5.3,Poor
443,7,65,7.76,6,2,5,4,0,9,72,6.81,Average
444,7,83,7.63,4,4,8,3,0,8,82,7.33,Good
445,9,72,9.23,6,1,6,1,0,8,52,7.63,Good
446,3,99,8.01,4,2,5,3,1,6,64,6.37,Average
447,9,91,4.29,5,7,4,4,0,6,89,8.08,Good
448,1,73,8.86,5,1,8,1,1,6,76,5.56,Poor
449,1,98,8.74,10,1,8,1,0,6,75,6.5,Average
450,4,62,6.44,7,2,6,1,1,9,63,5.62,Poor
451,9,67,7.22,9,4,6,1,0,1,45,8.34,Good
452,6,62,9.37,7,7,7,2,1,6,54,7.48,Good
453,3,98,6.93,6,4,4,6,1,8,94,6.63,Average
454,1,86,8.98,5,5,4,6,0,1,73,6.69,Average
455,4,92,4.46,7,4,5,3,0,6,43,6.11,Average
456,9,88,5.05,5,4,5,3,0,9,53,7.23,Good
457,3,91,6.42,4,9,7,3,1,6,43,6.38,Average
458,9,66,7.22,7,6,4,4,0,2,67,8.44,Good
459,7,64,8.49,6,3,5,7,1,1,68,7.78,Good
460,4,67,9.44,10,6,4,2,0,4,57,7.42,Good
461,3,72,6.14,7,7,4,7,0,6,97,6.58,Average
462,5,79,4.26,5,7,5,3,1,9,59,6.08,Average
463,5,83,8.41,8,8,6,3,0,5,87,8.03,Good
464,3,53,7.32,8,4,6,1,0,7,80,5.98,Poor
465,9,52,5.09,10,1,5,7,0,6,71,7.2,Good
466,4,56,6.72,10,6,7,1,1,6,47,6.38,Average
467,5,67,8.08,9,8,8,7,1,9,82,7.3,Good
468,4,91,8.24,10,5,4,7,1,5,85,7.74,Good
469,5,56,6.75,5,3,8,1,1,2,88,6.69,Average
470,7,89,5.68,4,4,5,3,0,8,52,6.78,Average
471,9,55,9.36,7,8,4,1,0,3,79,8.86,Excellent
472,7,71,7.65,10,6,8,3,0,9,85,7.82,Good
473,5,50,6.25,8,5,6,7,1,5,82,6.61,Average
474,7,53,5.54,4,9,7,4,0,1,48,7.18,Good
475,5,95,8.02,5,3,8,4,1,4,79,7.42,Good
476,3,98,5.33,4,7,7,5,0,9,85,6.23,Average
477,7,99,4.94,5,9,6,2,1,1,86,8.43,Good
478,2,92,6.91,9,4,8,1,1,8,97,6.54,Average
479,9,78,5.59,7,3,5,6,0,8,72,7.52,Good
480,1,70,7.46,4,1,4,1,1,9,95,5.02,Poor
481,6,75,4.65,7,9,6,2,1,9,51,6.68,Average
482,7,63,7.6,4,1,7,7,0,6,76,6.78,Average
483,8,58,5.56,5,2,7,2,1,5,64,6.75,Average
484,9,96,4.0,5,9,6,7,1,7,85,8.18,Good
485,2,61,4.7,4,5,5,5,0,9,64,4.68,Poor
486,2,91,9.13,9,4,5,2,1,5,93,7.21,Good
487,5,55,8.77,5,9,7,3,1,3,55,7.23,Good
488,5,69,5.28,6,9,6,1,1,9,90,6.68,Average
489,6,73,8.28,6,2,6,2,0,1,99,7.82,Good
490,3,76,7.35,7,3,4,3,0,1,55,6.58,Average
491,8,87,9.34,10,3,7,2,0,4,78,8.88,Excellent
492,1,57,6.05,6,5,5,6,0,2,74,5.55,Poor
493,6,50,7.75,6,3,8,3,1,7,62,6.42,Average
494,4,98,4.35,9,6,5,4,0,2,47,7.03,Good
495,1,98,6.18,9,2,5,3,0,7,92,6.07,Average
496,7,73,9.3,10,6,8,5,0,8,92,8.35,Good
497,9,96,6.96,8,6,7,7,0,8,85,8.66,Excellent
498,4,56,5.58,10,2,4,3,1,3,91,6.49,Average
499,4,68,4.66,8,6,5,2,1,9,42,5.67,Poor
500,6,71,7.87,9,6,5,4,0,6,99,7.9,Good
501,3,84,7.55,8,6,7,4,1,4,63,6.96,Average
502,6,79,6.06,9,5,7,3,0,8,82,7.24,Good
503,7,78,9.23,8,7,6,2,0,4,61,8.42,Good
504,3,71,4.12,5,5,7,4,1,4,53,5.54,Poor
505,7,60,5.67,9,1,7,6,1,8,61,6.49,Average
506,3,69,9.07,10,9,5,3,1,4,73,7.55,Good
507,2,78,5.77,7,3,4,3,1,1,75,6.21,Average
508,4,90,5.39,7,2,5,7,1,6,70,6.33,Average
509,8,91,6.94,9,6,7,3,1,8,60,8.12,Good
510,9,83,8.53,6,8,6,4,0,3,98,9.33,Excellent
511,7,50,4.57,7,2,4,1,1,2,97,6.92,Average
512,1,80,9.19,10,4,6,2,0,6,44,6.23,Average
513,3,79,8.37,6,2,8,5,0,1,58,6.68,Average
514,9,97,5.0,7,9,6,5,0,5,81,8.75,Excellent
515,1,67,7.92,4,2,6,2,0,6,92,5.41,Poor
516,9,66,6.12,4,2,7,1,0,8,60,6.88,Average
517,8,87,6.21,9,5,7,7,1,7,41,7.71,Good
518,1,63,8.31,10,5,7,7,1,6,92,6.29,Average
519,6,72,9.3,10,7,7,7,0,2,42,8.23,Good
520,5,74,4.7,7,1,7,7,0,8,86,6.03,Average
521,6,64,6.31,5,2,6,2,1,8,90,6.39,Average
522,5,95,6.65,6,6,8,3,0,5,92,7.57,Good
523,6,71,6.07,7,2,7,6,1,3,96,7.22,Good
524,5,52,6.0,9,4,8,2,1,8,69,6.18,Average
525,5,68,4.29,6,6,8,2,1,5,73,6.4,Average
526,4,93,7.77,8,7,5,6,0,3,64,7.68,Good
527,3,83,6.4,9,5,5,4,0,9,74,6.33,Average
528,3,84,5.07,7,8,4,5,0,9,68,6.13,Average
529,4,99,8.49,5,6,5,5,0,7,51,7.02,Good
530,9,50,8.41,8,5,7,3,0,8,62,7.72,Good
531,2,70,6.68,9,4,8,6,0,5,67,6.06,Average
532,9,78,5.64,7,6,4,7,0,5,85,8.25,Good
533,1,55,7.51,4,6,5,7,0,5,56,5.23,Poor
534,1,86,5.58,10,6,6,3,1,2,55,6.33,Average
535,5,50,5.3,7,1,4,4,0,3,88,6.19,Average
536,6,50,8.02,4,6,7,3,1,8,95,6.79,Average
537,6,76,4.22,4,1,8,6,1,6,48,5.8,Poor
538,3,70,4.52,9,5,7,6,1,9,42,5.39,Poor
539,7,65,4.04,7,7,7,1,0,7,61,6.76,Average
540,9,93,4.84,10,1,6,4,0,6,70,7.94,Good
541,8,89,4.38,7,1,6,6,0,4,53,7.22,Good
542,6,75,9.48,4,6,8,6,1,7,42,7.15,Good
543,8,65,5.59,6,7,5,4,0,4,77,7.71,Good
544,5,77,4.82,8,6,7,7,0,7,62,6.57,Average
545,8,50,5.33,5,5,5,2,1,5,60,6.8,Average
546,4,85,9.15,7,6,8,7,0,2,90,7.95,Good
547,8,59,6.86,8,3,7,2,1,7,63,7.21,Good
548,2,92,6.01,8,9,5,1,1,8,71,6.5,Average
549,5,66,8.8,6,5,7,7,1,2,84,7.54,Good
550,9,72,6.17,8,2,6,6,0,6,44,7.44,Good
551,4,56,5.84,7,7,6,4,1,4,72,6.45,Average
552,6,93,5.14,9,3,4,4,1,5,83,7.44,Good
553,1,56,6.08,9,1,8,2,0,1,86,5.66,Poor
554,9,93,5.74,8,3,5,7,1,6,96,8.38,Good
555,1,64,7.73,7,9,7,5,0,8,58,5.77,Poor
556,5,83,5.59,7,5,4,5,0,2,73,7.24,Good
557,4,95,7.17,4,7,8,6,1,1,42,7.19,Good
558,3,94,4.36,6,3,8,2,0,9,78,5.69,Poor
559,6,53,5.05,10,4,8,6,0,2,67,6.98,Average
560,2,63,6.24,5,1,5,3,0,8,50,4.69,Poor
561,3,63,9.15,10,3,6,4,0,5,99,7.01,Good
562,5,65,6.07,4,7,4,7,1,2,49,6.65,Average
563,9,56,7.65,5,4,5,7,0,5,79,7.76,Good
564,2,81,5.4,10,2,7,6,0,9,41,5.28,Poor
565,8,68,4.7,7,5,5,1,0,6,85,7.38,Good
566,2,51,4.32,9,5,7,7,0,3,84,5.69,Poor
567,5,59,5.68,4,2,7,5,1,8,78,5.66,Poor
568,7,99,4.87,10,6,8,6,1,1,66,8.42,Good
569,8,66,4.96,8,4,5,3,0,9,92,7.16,Good
570,1,86,8.18,8,1,6,4,1,9,48,5.4,Poor
571,6,61,4.09,5,3,7,7,0,4,78,6.27,Average
572,1,55,7.07,7,9,8,3,1,8,40,5.28,Poor
573,2,71,6.09,9,7,6,6,0,3,72,6.5,Average
574,1,81,6.79,5,6,5,4,0,6,77,5.81,Poor
575,5,90,7.1,10,1,6,4,1,8,96,7.21,Good
576,9,69,5.72,10,9,5,2,1,9,72,8.16,Good
577,6,50,5.62,9,9,7,2,1,8,87,7.03,Good
578,1,96,8.03,10,1,4,1,1,9,42,5.71,Poor
579,1,55,8.79,6,6,4,1,1,4,71,5.92,Poor
580,2,68,5.06,9,7,7,7,0,1,52,6.24,Average
581,9,67,4.54,8,2,6,3,0,7,60,7.08,Good
582,3,55,8.94,10,8,5,2,0,4,43,6.86,Average
583,1,94,5.92,10,8,4,4,0,1,56,6.86,Average
584,5,82,7.03,4,6,5,2,1,3,81,7.29,Good
585,7,72,5.98,4,9,7,4,1,7,43,7.0,Good
586,6,72,4.69,4,3,6,2,0,3,59,6.41,Average
587,1,75,7.24,9,2,5,4,0,1,98,6.47,Average
588,5,62,6.89,8,2,6,3,1,7,51,6.18,Average
589,5,56,5.12,9,6,4,2,1,8,65,6.24,Average
590,6,64,6.49,7,7,5,5,1,5,84,7.35,Good
591,3,93,8.38,8,6,8,5,1,6,75,7.22,Good
592,5,76,7.25,8,3,4,4,1,3,55,7.05,Good
593,7,75,4.53,9,5,6,3,0,5,90,7.53,Good
594,5,82,7.01,9,8,7,4,0,3,46,7.62,Good
595,5,64,7.87,4,6,8,3,0,2,72,7.11,Good
596,5,85,8.36,8,2,5,1,0,7,87,7.27,Good
597,3,94,7.46,4,7,4,2,1,7,41,6.33,Average
598,1,76,4.84,7,8,5,3,0,8,72,5.47,Poor
599,5,54,7.91,6,4,5,4,0,1,53,6.83,Average
600,9,51,7.73,4,1,8,7,0,2,59,7.38,Good
601,1,82,4.13,9,2,8,7,0,2,76,5.69,Poor
602,3,65,6.26,10,4,8,1,0,3,66,6.46,Average
603,4,72,5.83,5,7,8,7,1,7,86,6.41,Average
604,1,87,7.68,6,2,7,4,0,7,81,5.75,Poor
605,1,65,5.19,7,6,6,5,0,7,60,5.11,Poor
606,8,63,7.25,10,2,8,5,1,1,41,7.84,Good
607,2,78,9.02,9,7,4,2,1,2,82,7.41,Good
608,8,75,8.39,6,2,5,6,1,8,55,7.36,Good
609,7,84,9.07,9,3,8,2,1,9,58,7.69,Good
610,2,64,9.38,4,9,4,7,0,7,43,6.04,Average
611,6,52,4.06,10,4,7,1,1,1,49,6.68,Average
612,6,72,7.43,9,5,4,7,0,4,93,7.87,Good
613,3,78,6.27,10,9,4,5,1,8,61,6.67,Average
614,2,83,8.73,7,7,7,3,0,5,51,6.66,Average
615,1,82,5.38,5,8,7,5,1,1,41,5.88,Poor
616,6,90,9.4,4,3,5,6,1,7,41,7.12,Good
617,5,90,7.38,4,4,8,2,0,6,80,7.01,Good
618,9,72,8.36,10,7,4,4,0,9,83,8.64,Excellent
619,1,56,4.47,7,4,6,7,1,4,73,5.02,Poor
620,7,52,5.01,7,2,6,1,0,4,57,6.46,Average
621,5,81,8.17,6,6,5,6,0,8,55,6.94,Average
622,5,80,4.12,5,9,6,5,0,4,58,6.74,Average
623,2,67,8.49,9,2,5,3,0,3,86,6.54,Average
624,3,92,4.08,6,1,8,6,1,7,64,5.46,Poor
625,7,56,7.61,9,8,5,3,0,5,69,7.85,Good
626,6,90,6.01,9,1,7,3,1,9,87,7.01,Good
627,2,50,7.36,9,1,7,1,0,5,45,5.29,Poor
628,6,63,7.83,6,3,7,3,1,9,66,6.53,Average
629,2,81,5.88,4,5,7,3,1,6,54,5.5,Poor
630,2,55,4.59,7,9,7,5,1,6,70,5.58,Poor
631,2,88,4.38,4,2,7,1,1,6,83,5.33,Poor
632,3,59,7.24,5,1,7,4,0,7,61,5.31,Poor
633,2,56,6.86,6,1,7,4,0,4,51,5.17,Poor
634,4,75,8.08,5,8,7,3,1,4,49,6.94,Average
635,9,83,6.8,7,2,8,6,0,9,60,7.54,Good
636,6,79,6.32,7,9,7,2,0,7,86,7.63,Good
637,1,85,6.19,8,9,5,1,1,6,94,6.52,Average
638,8,70,4.15,5,2,8,7,0,1,98,7.44,Good
639,7,66,5.85,4,3,6,2,0,7,70,6.53,Average
640,3,82,9.37,10,2,4,1,0,6,75,7.0,Good
641,1,59,8.8,5,6,8,1,0,4,49,5.69,Poor
642,5,96,5.81,6,7,7,5,1,8,97,7.28,Good
643,4,91,7.23,7,6,8,3,1,7,58,6.88,Average
644,8,61,8.66,7,3,4,5,0,8,62,7.4,Good
645,1,65,6.43,5,3,4,6,1,9,85,4.91,Poor
646,1,90,4.1,5,2,7,7,1,1,49,5.28,Poor
647,4,81,4.41,9,2,7,2,1,3,88,6.62,Average
648,8,64,6.81,5,5,5,2,1,2,93,7.99,Good
649,5,76,9.33,9,8,4,4,0,3,98,8.47,Good
650,2,77,7.81,6,6,7,6,0,2,66,6.61,Average
651,6,66,4.39,6,9,4,7,0,6,82,6.95,Average
652,5,95,5.04,4,5,5,6,1,9,89,6.54,Average
653,2,99,8.24,5,4,6,5,0,2,41,6.58,Average
654,3,51,8.63,4,9,4,5,0,4,50,6.3,Average
655,9,85,7.4,10,5,5,6,0,5,47,8.55,Excellent
656,7,99,7.54,8,1,5,5,1,5,58,7.79,Good
657,7,56,4.16,6,5,5,4,0,1,96,7.24,Good
658,6,62,8.56,7,5,8,7,1,6,55,7.13,Good
659,8,64,8.34,9,5,7,7,1,5,43,7.89,Good
660,4,74,5.42,8,2,4,5,1,6,53,5.95,Poor
661,8,72,7.9,7,6,8,5,1,4,61,8.14,Good
662,4,71,5.18,8,5,4,7,1,6,56,6.17,Average
663,8,75,4.22,4,2,8,6,0,9,82,6.51,Average
664,9,82,5.11,4,8,7,7,1,1,97,8.63,Excellent
665,3,60,4.98,9,6,5,6,1,6,65,5.9,Poor
666,3,59,5.86,6,3,4,5,1,1,74,6.05,Average
667,2,74,6.3,10,9,5,5,0,7,75,6.53,Average
668,3,86,6.8,9,4,7,6,0,4,92,7.03,Good
669,3,97,6.62,10,3,4,2,0,6,84,6.94,Average
670,5,92,5.49,7,7,6,3,0,7,88,7.25,Good
671,5,87,4.16,8,8,6,2,1,5,69,7.1,Good
672,2,90,7.33,9,7,6,5,1,9,91,6.72,Average
673,6,94,6.18,10,1,7,1,0,8,60,7.05,Good
674,5,73,5.64,5,1,6,1,1,3,59,6.23,Average
675,6,89,8.77,5,5,4,4,0,1,81,8.25,Good
676,1,95,8.11,6,8,6,2,0,8,65,6.32,Average
677,5,82,8.72,10,3,4,6,0,4,94,7.94,Good
678,9,66,6.72,9,8,7,4,1,7,95,8.52,Excellent
679,2,73,4.72,7,3,5,4,0,4,51,5.38,Poor
680,1,86,7.83,5,4,8,1,0,7,47,5.52,Poor
681,9,51,5.13,6,7,6,2,1,1,74,7.9,Good
682,9,81,6.43,9,3,8,3,1,1,68,8.59,Excellent
683,9,73,4.36,6,4,5,7,1,2,92,7.97,Good
684,6,58,8.54,7,8,7,6,1,5,81,7.7,Good
685,8,53,4.69,5,4,7,2,1,6,95,6.89,Average
686,1,66,8.97,5,9,5,4,1,2,46,6.32,Average
687,4,66,8.75,5,4,8,5,0,1,96,7.26,Good
688,1,99,6.56,10,4,6,4,1,9,49,5.84,Poor
689,8,97,8.09,4,5,4,2,1,7,78,8.15,Good
690,1,79,7.41,10,1,7,1,1,8,89,5.81,Poor
691,3,89,8.42,5,7,5,7,0,6,59,6.79,Average
692,4,60,6.37,8,9,8,2,1,9,67,6.39,Average
693,8,70,8.32,4,9,6,3,0,8,53,7.71,Good
694,6,70,6.54,9,1,8,6,0,4,51,6.86,Average
695,7,67,9.18,10,6,6,6,0,5,47,8.06,Good
696,8,78,6.68,4,3,4,5,0,2,96,7.97,Good
697,2,73,6.54,4,4,4,5,1,1,46,5.79,Poor
698,8,59,8.32,10,8,5,4,1,6,44,8.1,Good
699,3,94,8.52,10,4,5,2,1,3,40,7.21,Good
700,7,66,7.05,4,8,6,6,1,4,86,7.71,Good
701,3,67,4.99,6,4,6,1,1,1,48,5.88,Poor
702,7,91,6.57,8,9,6,3,1,6,83,8.37,Good
703,2,97,9.32,7,6,6,4,0,8,93,7.07,Good
704,6,69,8.14,5,1,4,2,0,4,57,6.82,Average
705,3,86,8.46,10,2,5,1,1,8,82,6.77,Average
706,3,94,4.18,4,7,5,2,1,3,81,6.47,Average
707,9,67,6.57,7,7,7,1,1,7,49,7.76,Good
708,7,66,7.56,10,3,5,7,1,3,89,8.04,Good
709,5,58,8.57,6,1,5,2,1,6,97,6.69,Average
710,7,63,4.27,7,8,8,2,1,4,40,6.95,Average
711,9,98,8.69,4,7,8,7,0,6,99,9.08,Excellent
712,1,78,7.02,9,8,7,6,0,7,59,6.11,Average
713,7,80,5.09,8,1,6,4,1,8,97,7.02,Good
714,6,53,5.74,7,3,7,2,1,6,82,6.47,Average
715,9,67,5.55,10,2,7,2,1,4,68,7.85,Good
716,1,69,6.92,4,1,4,4,0,9,41,4.36,Poor
717,4,96,4.28,10,5,5,4,0,7,65,6.67,Average
718,9,92,4.87,4,3,4,5,0,9,50,7.05,Good
719,4,93,8.47,5,8,5,5,0,3,64,7.62,Good
720,3,58,4.73,9,6,7,6,0,5,73,5.99,Poor
721,9,62,5.28,5,9,5,4,1,1,98,8.48,Good
722,2,64,6.49,9,9,6,7,1,8,80,6.23,Average
723,4,76,6.84,8,6,6,3,0,1,40,7.02,Good
724,6,64,8.2,5,2,7,6,1,1,94,7.49,Good
725,2,77,6.46,8,9,8,1,0,7,70,6.38,Average
726,8,86,8.34,10,2,6,4,0,8,77,8.17,Good
727,8,68,7.4,6,3,7,5,0,3,61,7.67,Good
728,1,75,4.62,6,6,4,2,1,2,41,5.4,Poor
729,3,75,4.86,9,2,8,4,1,7,86,5.89,Poor
730,9,74,6.4,9,5,6,4,1,5,40,7.98,Good
731,5,75,6.18,5,2,7,5,1,1,97,7.04,Good
732,6,75,8.09,6,4,7,5,1,2,95,7.89,Good
733,4,95,7.19,7,3,4,3,0,3,63,7.1,Good
734,2,77,6.13,7,5,4,6,0,6,89,6.11,Average
735,8,98,4.94,10,6,8,5,0,1,75,8.8,Excellent
736,6,67,5.25,7,7,6,5,1,8,84,6.87,Average
737,5,81,7.17,10,8,7,5,1,2,75,8.12,Good
738,9,52,6.33,6,9,8,6,1,5,86,8.08,Good
739,1,51,6.83,7,4,8,2,0,8,73,4.99,Poor
740,5,82,4.94,8,4,4,4,0,5,98,7.04,Good
741,6,91,7.65,4,7,7,4,0,8,48,7.16,Good
742,5,68,8.69,9,9,5,5,1,6,51,7.53,Good
743,6,66,5.42,5,2,4,7,1,7,85,6.3,Average
744,6,93,6.7,10,6,7,7,0,8,59,7.61,Good
745,7,82,9.37,8,8,8,6,0,3,43,8.55,Excellent
746,4,61,5.83,7,5,8,3,0,5,54,6.08,Average
747,8,98,7.27,4,5,6,5,0,7,43,7.67,Good
748,7,52,4.5,5,8,5,6,1,9,44,6.13,Average
749,9,92,7.33,8,1,4,6,0,6,49,8.01,Good
750,7,98,4.49,5,6,6,3,1,1,83,8.0,Good
751,3,75,9.28,10,9,6,6,1,8,83,7.41,Good
752,3,84,7.94,10,6,5,4,1,6,79,7.19,Good
753,8,57,8.33,9,7,4,3,1,1,75,8.66,Excellent
754,5,85,7.87,6,4,4,3,1,4,74,7.34,Good
755,4,56,7.24,10,1,8,1,0,6,98,6.49,Average
756,8,95,6.47,7,9,4,3,1,1,40,8.69,Excellent
757,6,95,8.72,8,6,6,3,0,5,57,8.13,Good
758,2,85,9.26,8,3,8,2,0,3,91,7.1,Good
759,4,65,6.74,4,4,4,4,1,7,96,6.16,Average
760,4,73,9.12,4,6,5,5,0,8,70,6.63,Average
761,6,50,7.21,4,6,6,1,0,3,85,7.03,Good
762,6,98,6.96,5,9,7,3,0,3,88,8.34,Good
763,1,74,6.5,7,4,5,2,0,3,45,5.59,Poor
764,8,59,5.15,5,5,5,2,1,6,45,6.7,Average
765,6,65,4.02,7,5,4,6,0,6,81,6.56,Average
766,3,65,5.33,8,3,8,5,0,3,58,5.9,Poor
767,9,57,6.8,10,2,8,5,1,6,71,7.73,Good
768,2,78,6.09,10,8,6,7,1,9,81,6.34,Average
769,8,88,6.47,5,9,4,4,1,8,96,8.22,Good
770,3,77,9.39,5,9,8,7,1,7,69,6.94,Average
771,5,55,5.93,5,5,7,6,1,7,65,5.99,Poor
772,6,65,6.49,6,9,4,3,0,8,42,6.76,Average
773,6,69,4.73,9,4,4,2,1,7,72,6.69,Average
774,4,65,4.26,7,2,8,1,0,3,89,6.1,Average
775,3,56,8.26,10,3,5,4,1,8,70,6.12,Average
776,4,90,7.14,7,1,4,3,0,8,86,6.53,Average
777,1,63,8.18,5,5,5,6,0,1,59,5.94,Poor
778,4,92,4.82,6,1,6,5,1,5,43,5.89,Poor
779,1,75,7.15,5,1,6,6,0,5,71,5.31,Poor
780,1,75,5.4,7,7,8,3,1,1,57,6.01,Average
781,6,63,5.25,9,2,6,6,0,6,49,6.35,Average
782,5,56,4.06,10,8,8,5,1,6,61,6.49,Average
783,4,82,4.72,9,6,8,3,0,4,93,7.05,Good
784,3,75,5.7,8,4,5,1,0,6,90,6.29,Average
785,1,94,4.64,6,9,5,7,1,6,56,5.83,Poor
786,6,69,9.42,9,8,6,4,1,1,81,8.67,Excellent
787,2,52,5.7,6,3,5,6,1,5,96,5.41,Poor
788,8,53,4.72,5,3,4,5,1,2,43,6.68,Average
789,5,75,5.09,8,4,7,1,1,7,96,6.72,Average
790,7,60,7.23,7,9,4,2,1,9,76,7.43,Good
791,2,51,4.35,9,9,4,1,1,9,46,5.12,Poor
792,8,63,8.74,9,5,8,1,1,9,90,8.02,Good
793,2,93,9.29,4,9,7,1,1,7,90,7.05,Good
794,4,79,5.36,10,6,8,5,1,7,47,6.47,Average
795,1,98,6.48,7,8,5,2,0,1,40,6.6,Average
796,5,61,4.12,9,8,5,4,0,6,95,6.83,Average
797,9,75,7.52,9,7,7,1,1,5,47,8.48,Good
798,1,93,6.28,7,4,6,5,1,8,58,5.56,Poor
799,9,82,5.49,8,4,5,5,0,8,56,7.62,Good
800,8,62,5.14,6,6,4,4,1,4,80,7.49,Good
801,6,63,7.6,7,9,7,7,0,1,91,8.2,Good
802,7,73,6.29,6,7,7,3,0,6,94,7.68,Good
803,3,83,4.99,8,5,5,2,0,1,87,6.87,Average
804,1,93,7.79,8,5,5,2,0,5,48,6.25,Average
805,5,75,7.11,5,8,8,6,0,5,90,7.35,Good
806,2,70,8.72,4,6,8,1,1,3,55,6.24,Average
807,5,77,4.65,8,1,4,3,0,5,92,6.53,Average
808,8,97,8.32,8,1,7,7,1,6,97,8.48,Good
809,9,85,7.7,6,9,6,2,0,5,98,9.11,Excellent
810,2,89,4.63,8,8,6,7,0,1,84,6.88,Average
811,3,51,7.82,7,6,7,6,0,7,90,6.23,Average
812,3,91,6.43,5,1,4,1,1,3,76,6.31,Average
813,1,58,9.2,5,2,8,3,0,7,66,5.23,Poor
814,8,72,4.78,7,3,8,5,0,5,41,6.94,Average
815,6,64,7.54,9,3,8,1,1,3,75,7.46,Good
816,8,62,6.1,8,2,6,3,1,6,51,7.0,Good
817,9,72,9.26,10,2,6,4,0,1,89,9.17,Excellent
818,5,66,5.81,4,6,4,2,0,6,74,6.37,Average
819,3,97,9.29,8,7,6,7,0,4,70,7.72,Good
820,5,51,8.96,5,4,5,1,1,4,92,6.97,Average
821,5,69,5.49,4,1,6,6,0,5,96,6.19,Average
822,5,69,8.42,10,6,8,5,1,9,58,7.08,Good
823,3,95,9.48,9,7,4,6,0,1,65,8.06,Good
824,4,52,5.39,6,4,7,7,1,3,93,6.2,Average
825,9,61,6.4,6,6,7,1,1,4,75,7.97,Good
826,9,89,6.86,10,9,4,2,0,2,43,9.17,Excellent
827,2,51,5.62,8,4,5,2,0,9,87,5.19,Poor
828,8,85,4.08,8,4,7,3,1,7,82,7.46,Good
829,8,63,5.21,4,5,8,6,0,1,70,7.43,Good
830,7,65,5.55,4,3,7,6,1,9,97,6.52,Average
831,8,68,6.44,9,2,7,5,1,6,97,7.74,Good
832,3,83,4.94,8,9,8,7,0,2,52,6.81,Average
833,6,93,8.8,5,1,6,3,1,1,92,8.05,Good
834,1,95,7.88,6,5,5,5,0,6,82,6.34,Average
835,7,55,4.47,9,5,8,1,1,7,78,6.81,Average
836,1,62,7.58,4,8,8,1,0,6,98,5.89,Poor
837,9,85,7.6,5,6,4,6,0,7,85,8.38,Good
838,1,71,9.26,8,6,5,7,0,6,43,6.06,Average
839,1,67,4.02,7,6,6,3,1,8,79,5.01,Poor
840,7,61,5.36,4,4,8,7,0,2,83,7.06,Good
841,2,79,9.1,9,1,6,4,1,9,52,5.88,Poor
842,5,89,9.13,7,3,8,2,1,9,96,7.39,Good
843,8,56,7.96,5,6,8,7,0,9,80,7.34,Good
844,8,81,8.21,10,5,4,3,1,7,48,8.15,Good
845,3,97,4.5,6,1,7,7,0,9,41,5.22,Poor
846,7,68,6.83,10,5,5,3,1,1,74,8.18,Good
847,3,55,5.27,10,2,4,1,1,3,92,6.13,Average
848,6,69,5.0,10,1,6,2,0,2,51,6.83,Average
849,6,76,8.46,5,4,8,7,0,1,56,7.59,Good
850,3,92,4.74,6,6,8,7,1,5,43,6.07,Average
851,7,86,6.58,5,7,5,7,0,1,98,8.42,Good
852,3,97,9.16,10,9,4,3,0,3,53,8.02,Good
853,8,56,5.02,4,5,4,7,1,6,60,6.67,Average
854,4,54,9.38,10,8,6,1,0,6,80,7.38,Good
855,1,60,9.47,4,8,4,1,1,3,47,6.02,Average
856,4,64,7.06,9,9,4,6,0,4,72,7.24,Good
857,7,52,4.94,10,3,7,6,0,7,84,6.81,Average
858,4,54,5.74,7,3,5,3,1,6,67,5.76,Poor
859,6,72,6.33,5,9,4,3,1,2,42,7.35,Good
860,9,86,5.7,10,7,6,1,0,9,53,8.1,Good
861,1,58,5.54,5,4,8,6,0,6,58,4.73,Poor
862,5,64,9.35,10,1,4,7,1,2,98,7.75,Good
863,7,52,4.84,7,7,4,7,0,7,45,6.5,Average
864,1,78,8.03,10,6,8,3,0,4,75,6.66,Average
865,4,55,4.0,8,3,7,2,0,1,59,5.95,Poor
866,6,66,7.28,9,5,5,1,0,9,40,6.72,Average
867,2,75,9.04,5,3,7,1,1,8,99,6.15,Average
868,5,70,5.58,9,8,6,3,0,5,49,6.94,Average
869,1,57,5.02,5,5,4,3,1,3,52,4.94,Poor
870,6,70,7.58,5,6,7,3,1,4,51,7.16,Good
871,6,60,7.92,8,2,5,7,0,3,50,7.02,Good
872,4,87,7.78,10,8,6,7,1,8,75,7.47,Good
873,8,57,5.76,4,9,7,2,0,5,56,7.28,Good
874,4,91,5.39,9,3,4,1,0,8,86,6.6,Average
875,8,73,9.26,7,6,5,4,1,1,92,9.03,Excellent
876,8,84,9.08,9,6,4,2,1,9,68,8.38,Good
877,5,63,6.52,10,2,4,2,1,3,42,6.63,Average
878,4,63,8.65,8,8,6,7,0,1,68,7.59,Good
879,2,59,6.49,6,5,5,6,0,3,49,5.63,Poor
880,3,61,6.33,6,8,8,1,0,2,92,6.75,Average
881,3,87,4.86,8,8,4,7,1,7,85,6.61,Average
882,4,93,6.35,10,3,5,4,1,4,58,7.04,Good
883,4,95,6.96,8,5,4,1,1,7,92,7.24,Good
884,5,83,4.12,4,7,7,2,1,3,43,6.46,Average
